,PROVINCIAS,MUNICIPIO,TIPOCENTRO,NOMBRE,DIRECCION,CP
207,ALMERÍA,Felix,CONSULTORIO LOCAL,FELIX,"C/ SAN ROQUE, Nº 14",4728
208,ALMERÍA,Roquetas de Mar,CENTRO SALUD,ROQUETAS NORTE,"CL LAS MARINAS, S/N",4740
209,ALMERÍA,Roquetas de Mar,CENTRO SALUD,ROQUETAS SUR,"C/ MAXIMILIANO, Nº 1",4740
210,ALMERÍA,Roquetas de Mar,CENTRO SALUD,AGUADULCE SUR,"C/ JOSE LUIS PERALES, S/N",4720
211,ALMERÍA,Roquetas de Mar,CENTRO SALUD,LAS MARINAS,"C/  VASCO DE GAMA, S/N",4740
212,ALMERÍA,Roquetas de Mar,CENTRO SALUD,EL PARADOR,"C/ SIERRA FILABRES, S/N",4720
213,ALMERÍA,Roquetas de Mar,CONSULTORIO LOCAL,CORTIJOS DE MARÍN,"C/ MANOLETE, S/N",4741
214,ALMERÍA,Roquetas de Mar,CONSULTORIO LOCAL,AGUADULCE,"C/ CARLOS III, Nº 567",4720
215,ALMERÍA,Roquetas de Mar,CONSULTORIO LOCAL,EL SOLANILLO (CONSULTORIO AUXILIAR),"PLAZA EL SOLANILLO, S/N",4743
216,ALMERÍA,"Mojonera, La",CENTRO SALUD,LA MOJONERA,"C/ LOS OLIVOS, S/N",4745
217,ALMERÍA,"Mojonera, La",CONSULTORIO LOCAL,VENTA DEL VISO,"C/ SALVADOR DALÍ, N 13",4746
218,ALMERÍA,Vícar,CENTRO SALUD,LA GANGOSA,"C/ ESMERALDA, Nº 6",4738
219,ALMERÍA,Vícar,CENTRO SALUD,PUEBLA DE VÍCAR,"C/ ESCUELAS, S/N",4738
220,ALMERÍA,Vícar,CONSULTORIO LOCAL,CABAÑUELAS BAJAS,"AVDA. DE ARGENTINA, S/N",4738
221,ALMERÍA,Vícar,CONSULTORIO LOCAL,BARRIO ACHILLA - CAÑADA SEBASTIANA,"C/ ROSA DE LOS VIENTOS. N,10",4738
222,ALMERÍA,Vícar,CONSULTORIO LOCAL,LLANOS DE VÍCAR,"C/ DEL MAR DE ALBORAN, Nº 3",4738
223,ALMERÍA,Vícar,CONSULTORIO LOCAL,LA ENVÍA (CONSULTORIO AUXILIAR),CL CASTAÑOS,4727
224,ALMERÍA,Vícar,CONSULTORIO LOCAL,VÍCAR (CONSULTORIO AUXILIAR),CL CALVARIO,4738
225,CÁDIZ,Algeciras,CENTRO SALUD,ALGECIRAS - NORTE,"AV VENECIA , Nº 6",11205
226,CÁDIZ,Algeciras,CENTRO SALUD,ALGECIRAS CENTRO - CAMILO MENENDEZ TOLOSA ,"PLAZA MENÉNDEZ TOLOSA, S/N",11202
227,CÁDIZ,Algeciras,CENTRO SALUD,ALGECIRAS - SUR SALADILLO,"C/ SANTO DOMINGO DE GUZMAN, S/N",11207
228,CÁDIZ,Algeciras,CONSULTORIO LOCAL,RINCONCILLO,CL CABO COOPER,11205
229,CÁDIZ,Algeciras,CONSULTORIO LOCAL,EL COBRE,"C/ EL COBRE, S/N",11206
230,CÁDIZ,Algeciras,CONSULTORIO LOCAL,LA BAJADILLA,"AVDA. LA CAÑA, S/N",11203
231,CÁDIZ,Algeciras,CONSULTORIO LOCAL,SAN GARCÍA,"C/ EL BARBO, S/N",11207
232,CÁDIZ,Algeciras,CONSULTORIO LOCAL,EL PELAYO (CONSULTORIO AUXILIAR),"CL PEÑA LARA, BD EL PELAYO",11390
233,CÁDIZ,Algeciras,CONSULTORIO LOCAL,TOMASA MORALES,"C/ JUSTO SAN SALVADOR, S/N",11207
234,CÁDIZ,Algeciras,CONSULTORIO LOCAL,LA JULIANA,"C/ PASTORA, S/N",11207
235,CÁDIZ,Barbate,CENTRO SALUD,BARBATE,"AVDA. DEL MAR, S/N",11160
236,CÁDIZ,Barbate,CONSULTORIO LOCAL,BARBATE I (ANEXO MATERNO INFANTIL),"C/ RETAMAR, S/N",11160
237,CÁDIZ,Barbate,CONSULTORIO LOCAL,ZAHARA DE LOS ATUNES,CL MAESTRA ANGELINES SÁEZ,11393
238,CÁDIZ,Cádiz,CENTRO SALUD,LA LAGUNA,PLAZA REINA SOFÍA,11010
239,CÁDIZ,Cádiz,CENTRO SALUD,LA MERCED,"PLAZA LA MERCED, S/N",11006
240,CÁDIZ,Cádiz,CENTRO SALUD,LA PAZ,CL PADRE JERÓNIMO DE LA CONCEPCIÓN,11012
241,CÁDIZ,Cádiz,CENTRO SALUD,LORETO - PUNTALES,C/ HÉROES DE LA AVIACIÓN ESPAÑOLA,11011
242,CÁDIZ,Cádiz,CENTRO SALUD,MENTIDERO,"C/ CERVANTES, Nº 9",11003
243,CÁDIZ,Cádiz,CENTRO SALUD,OLIVILLO,CL DR MARAÑÓN,11002
244,CÁDIZ,Cádiz,CENTRO SALUD,PUERTA DE TIERRA,"CL GARCÍA CARRERA, Nº 7",11009
245,CÁDIZ,Chiclana de la Frontera,CONSULTORIO LOCAL,"CHICLANA COSTA - ""LOS GALLOS""","CL ALBATROS, Nº 22",11130
246,CÁDIZ,Chiclana de la Frontera,CENTRO SALUD,CHICLANA - EL LUGAR,"PLAZA JESÚS NAZARENO, S/N",11130
247,CÁDIZ,Chiclana de la Frontera,CENTRO SALUD,"CHICLANA - LA BANDA ""PADRE SALADO""","C/ JARDINES, Nº 17",11130
248,CÁDIZ,Conil de la Frontera,CENTRO SALUD,LA ATALAYA - CONIL DE LA FRONTERA,"C/ GONZALO SANCHEZ FUENTES, Nº 1",11140
249,CÁDIZ,Conil de la Frontera,CONSULTORIO LOCAL,EL COLORADO,CTRA. NACIONAL KM 340,11140
250,CÁDIZ,Castellar de la Frontera,CONSULTORIO LOCAL,ALMORAIMA (CONSULTORIO AUXILIAR),"C/ CHIRINA, Nº 1",11351
251,CÁDIZ,Castellar de la Frontera,CONSULTORIO LOCAL,CASTELLAR DE LA FRONTERA,C/ ROMERO,11350
252,CÁDIZ,Jimena de la Frontera,CONSULTORIO LOCAL,SAN MARTÍN DEL TESORILLO,"C/ SEVILLA, SN",11340
253,CÁDIZ,Jimena de la Frontera,CONSULTORIO LOCAL,SAN PABLO DE BUCEITE,"C/ LA VIÑA, S/N",11320
254,CÁDIZ,Jimena de la Frontera,CENTRO SALUD,JIMENA DE LA FRONTERA,"AVDA. DE LOS DEPORTES, S/N",11330
255,CÁDIZ,"Línea de la Concepción, La",CENTRO SALUD,"LA LÍNEA - CENTRO ""LA VELADA""","C/ FERIA. PASEO DE LA VELADA, S/N",11300
256,CÁDIZ,"Línea de la Concepción, La",CENTRO SALUD,LA LÍNEA LEVANTE,"AVDA. DEL PUERTO, Nº 1",11300
257,CÁDIZ,"Línea de la Concepción, La",CENTRO SALUD,LA LÍNEA PONIENTE,"C/ ANDALUCÍA, S/N",11300
258,CÁDIZ,"Barrios, Los",CENTRO SALUD,LOS BARRIOS,"AVDA. BLASCO IBAÑEZ, S/N",11370
259,CÁDIZ,"Barrios, Los",CONSULTORIO LOCAL,LOS BARRIOS ESTE,"AVDA. LOS ALCORNOCALES, URB CORTIJO GRANDE",11370
260,CÁDIZ,"Barrios, Los",CONSULTORIO LOCAL,LOS CORTIJILLOS,"C/ ALGECIRAS, S/N",11379
261,CÁDIZ,"Barrios, Los",CONSULTORIO LOCAL,PALMONES,C/ EL LENGUADO,11379
262,CÁDIZ,Alcalá de los Gazules,CONSULTORIO LOCAL,ALCALÁ DE LOS GAZULES,PASEO DE LA PLAYA,11180
263,CÁDIZ,Benalup-Casas Viejas,CENTRO SALUD,BENALUP,"C/ ALMERÍA, Nº 4",11190
264,CÁDIZ,Medina-Sidonia,CENTRO SALUD,MEDINA - SIDONIA,"AVDA. AL-ANDALUS, S/N",11170
265,CÁDIZ,Medina-Sidonia,CONSULTORIO LOCAL,SAN JOSÉ DE MALCOCINADO - LOS BADALEJOS (CONSULTORIO AUXILIAR),"CL MORERA, S/N",11179
266,CÁDIZ,Paterna de Rivera,CONSULTORIO LOCAL,"PATERNA DE RIVERA ""GONZALO PÉREZ FABRA""","C/ MOLINO, Nº 14",11178
267,CÁDIZ,"Puerto de Santa María, El",CENTRO SALUD,PUERTO DE SANTA MARÍA SUR,"C/ MANUEL ÁLVAREZ, ESQ. SAN LUIS GONZAGA",11500
268,CÁDIZ,"Puerto de Santa María, El",CENTRO SALUD,DOCTOR FEDERICO RUBIO,"C/ GANADO, Nº 23",11500
269,CÁDIZ,"Puerto de Santa María, El",CENTRO SALUD,CASA DEL MAR,"AVDA. BAJAMAR, S/N",11500
270,CÁDIZ,"Puerto de Santa María, El",CENTRO SALUD,"PUERTO SANTA MARÍA NORTE ""PINILLO CHICO""","PLAZA DE TULA RUIZ GOLLURI, S/N",11500
271,CÁDIZ,"Puerto de Santa María, El",CONSULTORIO LOCAL,VALDELAGRANA,"PP MARÍTIMO, Nº 13",11500
272,CÁDIZ,"Puerto de Santa María, El",CONSULTORIO LOCAL,POBLADO DE DOÑA BLANCA (CONSULTORIO AUXILIAR),"PLAZA SAN CRISTÓBAL, S/N",11500
273,CÁDIZ,Puerto Real,CENTRO SALUD,PUERTO REAL,"RIBERA DEL MUELLE, S/N",11510
274,CÁDIZ,Puerto Real,CENTRO SALUD,CASINES,"C/ SENECA, S/N",11510
275,CÁDIZ,Puerto Real,CONSULTORIO LOCAL,RIO SAN PEDRO,"C/ PROA, S/N",11519
276,CÁDIZ,Puerto Real,CONSULTORIO LOCAL,BARRIO JARANA,"C/ FIESTA, S/N",11518
277,CÁDIZ,San Fernando,CENTRO SALUD,DR. JOAQUÍN PECE,"AVDA. CORNELIO BALBO, S/N",11100
278,CÁDIZ,San Fernando,CENTRO SALUD,RODRÍGUEZ ARIAS,"PLAZA RODRIGUEZ ARIAS, S/N",11100
279,CÁDIZ,San Fernando,CENTRO SALUD,SAN FERNANDO - DR CAYETANO ROLDAN,"AVDA. DEL CID, Nº 1",11100
280,CÁDIZ,San Roque,CENTRO SALUD,SAN ROQUE,"AV CASTIELLA, Nº 4",11360
281,CÁDIZ,San Roque,CENTRO SALUD,SAN ROQUE SUR,CL HERMOSILLA,11360
282,CÁDIZ,San Roque,CONSULTORIO LOCAL,TARAGUILLA,"C/ BEGONIA, S/N",11369
283,CÁDIZ,San Roque,CONSULTORIO LOCAL,GUADARRANQUE (CONSULTORIO AUXILIAR),CL REDES,11369
284,CÁDIZ,San Roque,CONSULTORIO LOCAL,ESTACIÓN SAN ROQUE,"C/ LEDESMA, Nº 41",11368
285,CÁDIZ,San Roque,CONSULTORIO LOCAL,GUADIARO,AVDA. PROFESOR TIERNO GALVAN,11311
286,CÁDIZ,San Roque,CONSULTORIO LOCAL,CAMPAMENTO,"C/ CUARTEL, S/N",11314
287,CÁDIZ,San Roque,CONSULTORIO LOCAL,SAN ENRIQUE GUADIARO,"AVDA. SAN ENRIQUE, EDIFICIO F. MARINA, S/N",11312
288,CÁDIZ,San Roque,CONSULTORIO LOCAL,TORREGUADIARO,ED. MAMIA - CTRA.N.340 CÁDIZ-MÁLAGA,11312
289,CÁDIZ,San Roque,CONSULTORIO LOCAL,PUENTE MAYORGA,"C/ PI Y MARGALL, S/N",11313
290,CÁDIZ,Tarifa,CENTRO SALUD,TARIFA,CL AMADOR DE LOS RÍOS,11380
291,CÁDIZ,Tarifa,CONSULTORIO LOCAL,BOLONIA (CONSULTORIO AUXILIAR),LG EL LENTISCAL,11391
292,CÁDIZ,Tarifa,CONSULTORIO LOCAL,TAHIVILLA,"LG TAHIVILLAS, S/N",11392
293,CÁDIZ,Tarifa,CONSULTORIO LOCAL,FACINAS,"PLAZA ESPAÑA, Nº 2",11391
294,CÁDIZ,Vejer de la Frontera,CONSULTORIO LOCAL,LA MUELA DE VEJER (CONSULTORIO AUXILIAR),"CAMINO DEL MANANTIAL, S/N",11150
295,CÁDIZ,Vejer de la Frontera,CENTRO SALUD,"VEJER DE LA FRONTERA ""VIRGEN DE LA OLIVA""","AVDA. ANDALUCÍA, Nº 8",11150
296,CÁDIZ,Vejer de la Frontera,CONSULTORIO LOCAL,CANTARRANAS (CONSULTORIO AUXILIAR),"PLAZA ESPAÑA , Nº 3",11179
297,CÁDIZ,Vejer de la Frontera,CONSULTORIO LOCAL,EL PALMAR (CONSULTORIO AUXILIAR),"CL DEHESA DEL PALMAR, S/N",11159
298,CÁDIZ,Vejer de la Frontera,CONSULTORIO LOCAL,TORREGUADIARO (CONSULTORIO AUXILIAR),"CUESTA CÁDIZ -MÁLAGA, S/N",11158
299,CÁDIZ,Chipiona,CONSULTORIO LOCAL,EL ARROYO,"CL NARANJO, Nº 45",11550
300,CÁDIZ,Chipiona,CENTRO SALUD,"CHIPIONA "" DOCTOR TOLOSA LATOUR""","AVDA. ROCIO JURADO, S/N",11550
301,CÁDIZ,Jerez de la Frontera,CENTRO SALUD,JEREZ LA MILAGROSA,CL LAGO DE ENOL,11406
302,CÁDIZ,Jerez de la Frontera,CENTRO SALUD,JEREZ SUR,AV PUERTA DEL SUR,11408
303,CÁDIZ,Jerez de la Frontera,CENTRO SALUD,SAN BENITO,"C/ DR. FLEMING, S/N",11407
304,CÁDIZ,Jerez de la Frontera,CENTRO SALUD,SAN TELMO,"C/ BEATO DIEGO DE CADIZ, S/N",11408
305,CÁDIZ,Jerez de la Frontera,CONSULTORIO LOCAL,EL PORTAL (CONSULTORIO AUXILIAR),"CL SALVADOR MAIRENA, S/N",11408
306,CÁDIZ,Jerez de la Frontera,CONSULTORIO LOCAL,GIBALBÍN (CONSULTORIO AUXILIAR),"BD GIBALBIN, S/N",11596
307,CÁDIZ,Jerez de la Frontera,CONSULTORIO LOCAL,EL TORNO (CONSULTORIO AUXILIAR),"CL REAL, S/N",11594
308,CÁDIZ,Jerez de la Frontera,CONSULTORIO LOCAL,CUARTILLOS  (CONSULTORIO AUXILIAR),"CL CIELO, Nº 2",11593
309,CÁDIZ,San José del Valle,CONSULTORIO LOCAL,SAN JOSÉ DEL VALLE,"AV DE LA INDEPENDENCIA, S/N",11580
310,CÁDIZ,Jerez de la Frontera,CONSULTORIO LOCAL,GUADALCACÍN,"CL FERIA, S/N",11591
311,CÁDIZ,Jerez de la Frontera,CONSULTORIO LOCAL,NUEVA JARILLA (CONSULTORIO AUXILIAR),"CL RONDA TROBAL, S/N",11592
312,CÁDIZ,Jerez de la Frontera,CONSULTORIO LOCAL,LOMOPARDO (CONSULTORIO AUXILIAR),"C/ SOR AGUSTINA BARCIA, S/N",11400
313,CÁDIZ,Jerez de la Frontera,CONSULTORIO LOCAL,MAJARROMAQUE (CONSULTORIO AUXILIAR),"CL LARGA, S/N",11579
314,CÁDIZ,Jerez de la Frontera,CONSULTORIO LOCAL,MONTEALEGRE,"AVDA. JUAN CARLOS I, S/N",11406
315,CÁDIZ,Jerez de la Frontera,CONSULTORIO LOCAL,SAN ISIDRO (CONSULTORIO AUXILIAR),"CL EL TORNO, S/N",11594
316,CÁDIZ,Jerez de la Frontera,CENTRO SALUD,MADRE DE DIOS,"C/ PORVENIR, Nº 42",11401
317,CÁDIZ,Jerez de la Frontera,CONSULTORIO LOCAL,TORRE MELGAREJO (CONSULTORIO AUXILIAR),"CL AMARGA CENA, S/N",11592
318,CÁDIZ,Jerez de la Frontera,CONSULTORIO LOCAL,TORRECERA (CONSULTORIO AUXILIAR),"MN CONSISTORIO, S/N",11595
319,CÁDIZ,Jerez de la Frontera,CONSULTORIO LOCAL,ESTELLA DEL MARQUÉS (CONSULTORIO AUXILIAR),"CL DEL SOL, S/N",11593
320,CÁDIZ,Jerez de la Frontera,CONSULTORIO LOCAL,LA INA (CONSULTORIO AUXILIAR),"PLAZOLETA MAESTRO TOÑI GRANADOS, S/N",11595
321,CÁDIZ,Jerez de la Frontera,CENTRO SALUD,LA BARCA - JEREZ,"C/ CRISTINA, S/N",11406
322,CÁDIZ,Jerez de la Frontera,CENTRO SALUD,LA GRANJA DR MANUEL BLANCO,"C/ HUELVA, S/N",11405
323,CÁDIZ,Jerez de la Frontera,CENTRO SALUD,LA SERRANA,"AVDA. MOSTO, S/N",11404
324,CÁDIZ,Jerez de la Frontera,CENTRO SALUD,JEREZ DELICIAS,"C/ PAQUERA DE JEREZ,Nº 19",11406
325,CÁDIZ,Jerez de la Frontera,CENTRO SALUD,JEREZ CENTRO,"C/ JOSE LUIS DÍEZ, Nº 14",11403
326,CÁDIZ,Jerez de la Frontera,CONSULTORIO LOCAL,MESAS DE ASTA (CONSULTORIO AUXILIAR),CL PADRE FIDEL,11590
327,CÁDIZ,Rota,CENTRO SALUD,ROTA,"AV MARIA AUXILIADORA, Nº 42",11520
328,CÁDIZ,Sanlúcar de Barrameda,CONSULTORIO LOCAL,ALGAIDA,"C/ CENTRAL, S/N",11549
329,CÁDIZ,Sanlúcar de Barrameda,CENTRO SALUD,SANLÚCAR - BARRIO BAJO,"C/ DUQUESA LUISA ISABEL, Nº 9",11540
330,CÁDIZ,Sanlúcar de Barrameda,CONSULTORIO LOCAL,BONANZA,"C/ ASTILLEROS, S/N",11540
331,CÁDIZ,Sanlúcar de Barrameda,CONSULTORIO LOCAL,LA DEHESILLA,"AVDA. MADRID, S/N",11540
332,CÁDIZ,Sanlúcar de Barrameda,CENTRO SALUD,SANLÚCAR - BARRIO ALTO,"C/ CARRIL DE SAN DIEGO, S/N",11540
333,CÁDIZ,Trebujena,CENTRO SALUD,TREBUJENA,CL GASPAR GINÉS esquina AV DE JEREZ,11560
334,CÁDIZ,Alcalá del Valle,CENTRO SALUD,ALCALÁ DEL VALLE,"AVDA. LIBERTAD, S/N",11693
335,CÁDIZ,Setenil de las Bodegas,CONSULTORIO LOCAL,SETENIL,"C/ CORONILLA, S/N",11692
336,CÁDIZ,Algar,CONSULTORIO LOCAL,ALGAR,"C/ DR. PÉREZ ZABRA, S/N",11639
337,CÁDIZ,Arcos de la Frontera,CONSULTORIO LOCAL,EL SANTISCAL,"C/ MARQUÉS DE BLEGUA, S/N",11630
338,CÁDIZ,Arcos de la Frontera,CENTRO SALUD,ARCOS DE LA FRONTERA,"C/ CALVARIO, S/N",11630
339,CÁDIZ,Arcos de la Frontera,CONSULTORIO LOCAL,EL POSITO,"C/ CORREDERA, Nº 36",11630
340,CÁDIZ,Arcos de la Frontera,CONSULTORIO LOCAL,JÉDULA,"C/ SAN ISIDRO LABRADOR, S/N",11620
341,CÁDIZ,Espera,CONSULTORIO LOCAL,ESPERA,"C/ DR. FLEMING, S/N",11648
342,CÁDIZ,Algodonales,CONSULTORIO LOCAL,ALGODONALES,C/ SETENIL DE LAS BODEGAS,11680
343,CÁDIZ,Algodonales,CONSULTORIO LOCAL,LA MUELA (CONSULTORIO AUXILIAR),"CL MANUEL DE FALLA, S/N",11689
344,CÁDIZ,"Gastor, El",CONSULTORIO LOCAL,EL GASTOR,"C/ CALZADA, Nº 18",11687
345,CÁDIZ,Olvera,CENTRO SALUD,OLVERA,"AVDA. JULIAN BESTEIRO, S/N",11690
346,CÁDIZ,Torre Alháquime,CONSULTORIO LOCAL,TORRE - ALHÁQUIME,"CL PILAR, Nº 19",11691
347,CÁDIZ,Zahara,CONSULTORIO LOCAL,ZAHARA DE LA SIERRA,"C/ RONDA, Nº 27",11688
348,CÁDIZ,Benaocaz,CONSULTORIO LOCAL,BENAOCAZ,"C/ FRAY DOMINGO DE BENAOCAZ, S/N",11612
349,CÁDIZ,Grazalema,CONSULTORIO LOCAL,GRAZALEMA,"PLAZA PEQUEÑA, S/N",11610
350,CÁDIZ,Grazalema,CONSULTORIO LOCAL,BENAMAHOMA (CONSULTORIO AUXILIAR),"CL REAL, S/N",11679
351,CÁDIZ,Ubrique,CENTRO SALUD,UBRIQUE,"C/ MENENDEZ PIDAL, Nº 1",11600
352,CÁDIZ,Villaluenga del Rosario,CONSULTORIO LOCAL,VILLALUENGA DEL ROSARIO (CONSULTORIO AUXILIAR),"CL REAL, Nº 9",11611
353,CÁDIZ,Bornos,CONSULTORIO LOCAL,BORNOS,"AV CAUCHIL, S/N",11640
354,CÁDIZ,Bornos,CONSULTORIO LOCAL,COTO DE BORNOS,"PLAZA ARTESANÍA, S/N",11649
355,CÁDIZ,"Bosque, El",CONSULTORIO LOCAL,EL BOSQUE,"AVDA. DIPUTACIÓN, S/N",11670
356,CÁDIZ,Prado del Rey,CONSULTORIO LOCAL,PRADO DEL REY,"C/ VILLAMARTÍN, Nº 34",11660
357,CÁDIZ,Puerto Serrano,CONSULTORIO LOCAL,PUERTO SERRANO,"C/ RAFAEL ALBERTI, S/N",11659
358,CÁDIZ,Villamartín,CENTRO SALUD,VILLAMARTÍN,"AVDA. DE LA FERIA, Nº 58",11650
359,CÓRDOBA,Córdoba,CENTRO SALUD,LEVANTE NORTE DE CÓRDOBA,"AVDA. CARLOS III, S/N",14014
360,CÓRDOBA,Córdoba,CENTRO SALUD,AEROPUERTO,AVDA. DEL AEROPUERTO,14004
361,CÓRDOBA,Córdoba,CENTRO SALUD,CARLOS CASTILLA DEL PINO,"C/ ISLA LANZAROTE, Nº 5",14011
362,CÓRDOBA,Córdoba,CENTRO SALUD,CENTRO DE CÓRDOBA,"PLAZA COLON, Nº 30",14001
363,CÓRDOBA,Córdoba,CENTRO SALUD,FUENSANTA,"C/ NUÑEZ DE BALBOA, S/N",14010
364,CÓRDOBA,Córdoba,CENTRO SALUD,GUADALQUIVIR,"CL LIBERTADOR JOAQUÍN DA SILVA XAVIER, S/N",14013
365,CÓRDOBA,Córdoba,CENTRO SALUD,HUERTA DE LA REINA,AV DEL GRAN CAPITAN esquina CL ABDERRAMAN III,14006
366,CÓRDOBA,Córdoba,CENTRO SALUD,LEVANTE SUR,C/ SAGUNTO - ANTIGUO CUARTEL DE LEPANTO -,14007
367,CÓRDOBA,Córdoba,CENTRO SALUD,LUCANO,C/ LUCANO,14003
368,CÓRDOBA,Córdoba,CENTRO SALUD,"OCCIDENTE ""AZAHARA""","C/ DEL CAMPO, S/N",14005
369,CÓRDOBA,Córdoba,CENTRO SALUD,PONIENTE,C/ RAFAEL MARQUEZ MAZZANTINI,14005
370,CÓRDOBA,Córdoba,CENTRO SALUD,SANTA ROSA,"AV. CRUZ DE JUÁREZ, S/N",14006
371,CÓRDOBA,Córdoba,CENTRO SALUD,SECTOR SUR - SANTA VICTORIA,"AV DE CÁDIZ, S/N",14013
372,CÓRDOBA,Córdoba,CONSULTORIO LOCAL,ALCOLEA,"C/ HAZA DEL DEMONIO, S/N",14610
373,CÓRDOBA,Córdoba,CONSULTORIO LOCAL,BARRIADA DE LOS ÁNGELES,"C/ HERRERIA, S/N",14015
374,CÓRDOBA,Córdoba,CONSULTORIO LOCAL,BARRIADA EL NARANJO,"C/ PARROCO AGUSTIN MOLINA, Nº 21",14012
375,CÓRDOBA,Córdoba,CONSULTORIO LOCAL,CERRO MURIANO,"CL PROFESORA CATALINA CASTRO, S/N",14350
376,CÓRDOBA,Córdoba,CONSULTORIO LOCAL,EL HIGUERÓN,"AVDA. PRINCIPAL DEL HIGUERON, S/N",14193
377,CÓRDOBA,Córdoba,CONSULTORIO LOCAL,ENCINAREJO,"PLAZA DE LA AUTONOMÍA, S/N",14711
378,CÓRDOBA,Córdoba,CONSULTORIO LOCAL,LA MARINA - FIGUEROA (CONSULTORIO AUXILIAR),"PLAZA MARINA ESPAÑOLA, S/N",14011
379,CÓRDOBA,Córdoba,CONSULTORIO LOCAL,SANTA CRUZ,"PLAZA ANDALUCÍA, S/N",14009
380,CÓRDOBA,Córdoba,CONSULTORIO LOCAL,SANTA Mª DE TRASSIERRA,"CL SANTA Mª DE TRASSIERRA, S/N",14011
381,CÓRDOBA,Córdoba,CONSULTORIO LOCAL,VILLARRUBIA,"PLAZA DE LOS RIOS, S/N",14710
382,CÓRDOBA,Bujalance,CENTRO SALUD,"BUJALANCE ""D. ANTONIO FERNANDEZ DE MOLINA Y CAÑAS""","CL TRASCASTILLO, S/N",14650
383,CÓRDOBA,Cañete de las Torres,CONSULTORIO LOCAL,CAÑETE DE LAS TORRES,"PG LOS RUEDOS, S/N",14660
384,CÓRDOBA,"Carpio, El",CONSULTORIO LOCAL,MARUANAS (CONSULTORIO AUXILIAR),"PLAZA MAYOR, S/N",14620
385,CÓRDOBA,"Carpio, El",CONSULTORIO LOCAL,EL CARPIO,"AVDA. ECCE-HOMO, S/N",14620
386,CÓRDOBA,Valenzuela,CONSULTORIO LOCAL,VALENZUELA,"C/ MONTE CLAVARIO, S/N",14670
387,CÓRDOBA,Villafranca de Córdoba,CONSULTORIO LOCAL,VILLAFRANCA DE CÓRDOBA,"C/ LA CARRERA, S/N",14420
388,CÓRDOBA,Fuente Palmera,CONSULTORIO LOCAL,OCHAVILLO DEL RIO,"C/ FUENTE PALMERA, S/N",14129
389,CÓRDOBA,Fuente Palmera,CENTRO SALUD,FUENTE PALMERA,"C/ SEGOVIA Y MERCEDITA, S/N",14120
390,CÓRDOBA,Fuente Palmera,CONSULTORIO LOCAL,FUENTE CARRETERO,"CL SARGENTO CHAPARRO, Nº 2",14110
391,CÓRDOBA,Fuente Palmera,CONSULTORIO LOCAL,CAÑADA DEL RABADÁN,"AVDA. ANDALUCÍA, Nº 54",14113
392,CÓRDOBA,Fuente Palmera,CONSULTORIO LOCAL,EL VILLAR  (CONSULTORIO AUXILIAR),"CL REAL, Nº 2",14120
393,CÓRDOBA,San Sebastián de los Ballesteros,CONSULTORIO LOCAL,SAN SEBASTIÁN DE LOS BALLESTEROS,"C/ NUEVAS POBLACIONES, S/N",14150
394,CÓRDOBA,"Carlota, La",CONSULTORIO LOCAL,EL ARRECIFE,C/ DE LA PLATA,14191
395,CÓRDOBA,"Carlota, La",CENTRO SALUD,LA CARLOTA,"AVDA. LA PAZ, S/N",14100
396,CÓRDOBA,"Victoria, La",CONSULTORIO LOCAL,LA VICTORIA,"C/ VILLACISNEROS, Nº2",14140
397,CÓRDOBA,Obejo,CONSULTORIO LOCAL,OBEJO,"C/ EUGENIO BARROSO, Nº 6",14310
398,CÓRDOBA,Villaharta,CONSULTORIO LOCAL,VILLAHARTA,"AVDA. ANDALUCÍA, Nº 4",14210
399,CÓRDOBA,Villaviciosa de Córdoba,CENTRO SALUD,VILLAVICIOSA DE CÓRDOBA,"C/ TOMAS CARRETERO , S/N",14300
400,CÓRDOBA,Villaviciosa de Córdoba,CONSULTORIO LOCAL,EL VACAR (CONSULTORIO AUXILIAR),"CL EL VACAR, S/N",14320
401,CÓRDOBA,Adamuz,CONSULTORIO LOCAL,ADAMUZ,"PLAZA PUERTA DE LA VILLA, S/N",14430
402,CÓRDOBA,Adamuz,CONSULTORIO LOCAL,ALGALLARÍN (CONSULTORIO AUXILIAR),"CL FRAY ALBINA, S/N",14439
403,CÓRDOBA,Montoro,CENTRO SALUD,MONTORO,"AVDA. PLANO DE LA FERIA, S/N",14600
404,CÓRDOBA,Pedro Abad,CONSULTORIO LOCAL,PEDRO ABAD,C/ DR. EDUARDO TELLO,14630
405,CÓRDOBA,Villa del Río,CONSULTORIO LOCAL,VILLA DEL RÍO,"CL RIBERA SAN ISIDRO LABRADOR, Nº 12",14640
406,CÓRDOBA,Palma del Río,CENTRO SALUD,"PALMA DEL RIO ""DR. TRUJILLO DEL RIO""","C/ RODRIGUEZ DE LA FUENTE, S/N",14700
407,CÓRDOBA,Hornachuelos,CONSULTORIO LOCAL,HORNACHUELOS,"CTRA SAN CALIXTO, S/N",14740
408,CÓRDOBA,Almodóvar del Río,CONSULTORIO LOCAL,ALMODÓVAR DEL RÍO,"C/ PINTOR VELAZQUEZ, S/N",14720
409,CÓRDOBA,Almodóvar del Río,CONSULTORIO LOCAL,LOS MOCHOS,"BD LOS MOCHOS, Nº 110",14729
